epoch,train_loss,recall@1,recall@5,recall@10,num_val_queries,num_val_db,epoch_time_min,num_valid_queries,num_train_batches,checkpoint,best_so_far,overlap_found_rate,overlap_weight_mean,cph_num_valid_queries,cph_recall@1,cph_recall@5,cph_recall@10,sf_num_valid_queries,sf_recall@1,sf_recall@5,sf_recall@10,best_recall@1_so_far,epochs_without_improvement
13,0.0002045375891813907,0.481081064810624,0.5918918893546672,0.6162161977307217,,,402.1988980968793,740,15500,/workspace/mhernang/VPR/outputs/Resultados_O_2D/checkpoints/epoch_013.ckpt,False,1.0,0.6213125896896086,498,0.6325300931930542,0.7771084308624268,0.8132529854774475,242,0.1694214940071106,0.21074379980564117,0.21074379980564117,0.5000000097461649,3
14,0.0001959284713796601,0.49729731634661956,0.5932432272949735,0.6243243170751108,,,401.8417463938395,740,15500,/workspace/mhernang/VPR/outputs/Resultados_O_2D/checkpoints/epoch_014.ckpt,False,1.0,0.6204836495057229,498,0.654618501663208,0.781124472618103,0.8212851285934448,242,0.1735537201166153,0.20661157369613647,0.21900826692581177,0.5000000097461649,4
15,0.00018846153629134684,0.48648648588238536,0.5986486318143638,0.6202702691828882,,,401.47728379964826,740,15500,/workspace/mhernang/VPR/outputs/Resultados_O_2D/checkpoints/epoch_015.ckpt,False,1.0,0.621400258698771,498,0.6385542154312134,0.7911646366119385,0.8192771077156067,242,0.1735537201166153,0.20247933268547058,0.21074379980564117,0.5000000097461649,5
16,0.00018464020019323462,0.4891891734422864,0.6013513359266358,0.632432419867129,,,401.1302805781364,740,15500,/workspace/mhernang/VPR/outputs/Resultados_O_2D/checkpoints/epoch_016.ckpt,False,1.0,0.6212336785774077,498,0.6425702571868896,0.7911646366119385,0.8333333134651184,242,0.1735537201166153,0.21074379980564117,0.21900826692581177,0.5000000097461649,6
17,0.0001734930758836657,0.4918919011145025,0.5986486483667348,0.6283783943669216,,,401.4665390570959,740,15500,/workspace/mhernang/VPR/outputs/Resultados_O_2D/checkpoints/epoch_017.ckpt,False,1.0,0.6203023719537643,498,0.6465863585472107,0.7871485948562622,0.8253012299537659,242,0.1735537201166153,0.21074379980564117,0.22314049303531647,0.5000000097461649,7
18,0.00017229161455772733,0.5040540410860165,0.5999999921466853,0.627027010474656,,,401.49818133513133,740,15500,/workspace/mhernang/VPR/outputs/Resultados_O_2D/checkpoints/epoch_018.ckpt,True,1.0,0.6205884033883772,498,0.6626505851745605,0.7891566157341003,0.823293149471283,242,0.17768594622612,0.21074379980564117,0.22314049303531647,0.5040540410860165,0
19,0.00016399234725560013,0.490540540782181,0.5918918893546672,0.6216216295152097,,,401.3138253688812,740,15500,/workspace/mhernang/VPR/outputs/Resultados_O_2D/checkpoints/epoch_019.ckpt,False,1.0,0.6204120537696346,498,0.6485943794250488,0.7771084308624268,0.8172690868377686,242,0.1652892529964447,0.21074379980564117,0.21900826692581177,0.5040540410860165,1
20,0.00015894098008880422,0.4837837983224843,0.5972973104264285,0.6324324257067732,,,399.98215897480645,740,15500,/workspace/mhernang/VPR/outputs/Resultados_O_2D/checkpoints/epoch_020.ckpt,False,1.0,0.6214265502345178,498,0.6345381736755371,0.7831325531005859,0.8313252925872803,242,0.1735537201166153,0.21487602591514587,0.22314049303531647,0.5040540410860165,2
21,0.00015737411217158184,0.5121621769827766,0.5959459608068337,0.6297297323072278,,,401.7749367237091,740,15500,/workspace/mhernang/VPR/outputs/Resultados_O_2D/checkpoints/epoch_021.ckpt,True,1.0,0.6215403100232925,498,0.6666666865348816,0.7831325531005859,0.8293172717094421,242,0.19421488046646118,0.21074379980564117,0.21900826692581177,0.5121621769827766,0
22,0.00015281429334411804,0.5013513700784864,0.6013513701993066,0.6391891788791966,,,400.56023474931715,740,15500,/workspace/mhernang/VPR/outputs/Resultados_O_2D/checkpoints/epoch_022.ckpt,False,1.0,0.6204718621180904,498,0.654618501663208,0.7931727170944214,0.8433734774589539,242,0.1859504133462906,0.20661157369613647,0.21900826692581177,0.5121621769827766,1
23,0.00014931797387370983,0.502702697306066,0.6013513701993066,0.6297297323072278,,,401.34813672304153,740,15500,/workspace/mhernang/VPR/outputs/Resultados_O_2D/checkpoints/epoch_023.ckpt,False,1.0,0.6204249886908839,498,0.6606425642967224,0.7931727170944214,0.8293172717094421,242,0.17768594622612,0.20661157369613647,0.21900826692581177,0.5121621769827766,2
24,0.00015032588506435244,0.49324326144682396,0.5959459608068337,0.6270270340346001,,,400.8950693249702,740,15500,/workspace/mhernang/VPR/outputs/Resultados_O_2D/checkpoints/epoch_024.ckpt,False,1.0,0.6200945213533217,498,0.6445783376693726,0.7831325531005859,0.827309250831604,242,0.1818181872367859,0.21074379980564117,0.21487602591514587,0.5121621769827766,3
25,0.00014586569099173867,0.5121621438780346,0.6081080949387034,0.635135147539345,,,400.3018614610036,740,15500,/workspace/mhernang/VPR/outputs/Resultados_O_2D/checkpoints/epoch_025.ckpt,False,1.0,0.6205815594926957,498,0.6746987700462341,0.8012048006057739,0.8373494148254395,242,0.17768594622612,0.21074379980564117,0.21900826692581177,0.5121621769827766,4
26,0.00014344707761278515,0.5000000039065207,0.6040540635988519,0.6364864747669245,,,400.88843483924865,740,15500,/workspace/mhernang/VPR/outputs/Resultados_O_2D/checkpoints/epoch_026.ckpt,False,1.0,0.621494636960568,498,0.6586345434188843,0.7951807379722595,0.8433734774589539,242,0.1735537201166153,0.21074379980564117,0.21074379980564117,0.5121621769827766,5
27,0.0001470518703989735,0.5162162260429279,0.6067567453191087,0.6351351368266183,,,399.7384571194649,740,15500,/workspace/mhernang/VPR/outputs/Resultados_O_2D/checkpoints/epoch_027.ckpt,True,1.0,0.6221709420930954,498,0.6787148714065552,0.8012048006057739,0.8393574357032776,242,0.1818181872367859,0.20661157369613647,0.21487602591514587,0.5162162260429279,0
28,0.00014121883060292748,0.5121621781507054,0.6040540577592076,0.6297297157548569,,,409.17750562429427,740,15500,/workspace/mhernang/VPR/outputs/Resultados_O_2D/checkpoints/epoch_028.ckpt,False,1.0,0.6209490214874668,498,0.676706850528717,0.7971887588500977,0.8333333134651184,242,0.1735537201166153,0.20661157369613647,0.21074379980564117,0.5162162260429279,1
29,0.0001404126753971265,0.5000000204588916,0.5972972880344133,0.6283783885272773,,,403.9755481998126,740,15500,/workspace/mhernang/VPR/outputs/Resultados_O_2D/checkpoints/epoch_029.ckpt,False,1.0,0.6204099776610251,498,0.654618501663208,0.7891566157341003,0.827309250831604,242,0.1818181872367859,0.20247933268547058,0.21900826692581177,0.5162162260429279,2
30,0.00014598910438851708,0.5013513642388421,0.6054054015391582,0.6324324492667173,,,404.17612386544545,740,15500,/workspace/mhernang/VPR/outputs/Resultados_O_2D/checkpoints/epoch_030.ckpt,False,1.0,0.6194859092581657,498,0.6566265225410461,0.7991967797279358,0.8353413939476013,242,0.1818181872367859,0.20661157369613647,0.21487602591514587,0.5162162260429279,3
31,0.00014050821817744835,0.49324326144682396,0.5972973045867842,0.6297297157548569,,,404.1147435307503,740,15500,/workspace/mhernang/VPR/outputs/Resultados_O_2D/checkpoints/epoch_031.ckpt,False,1.0,0.6214235194556175,498,0.6445783376693726,0.7851405739784241,0.8333333134651184,242,0.1818181872367859,0.21074379980564117,0.21074379980564117,0.5162162260429279,4
32,0.0001321417947060311,0.48378376404981355,0.5810810824503769,0.6121621605512259,,,404.2252035339673,740,15500,/workspace/mhernang/VPR/outputs/Resultados_O_2D/checkpoints/epoch_032.ckpt,False,1.0,0.6207886781134913,498,0.6325300931930542,0.7650602459907532,0.8092369437217712,242,0.17768594622612,0.20247933268547058,0.20661157369613647,0.5162162260429279,5
33,0.00013519350091067734,0.4959459548463693,0.6108107990509755,0.6324324257067732,,,402.6919756690661,740,15500,/workspace/mhernang/VPR/outputs/Resultados_O_2D/checkpoints/epoch_033.ckpt,False,1.0,0.6199539815149,498,0.6465863585472107,0.8012048006057739,0.8313252925872803,242,0.1859504133462906,0.21900826692581177,0.22314049303531647,0.5162162260429279,6
34,0.00013669314460977615,0.49054053961425215,0.5999999863070411,0.635135147539345,,,402.21396032571795,740,15500,/workspace/mhernang/VPR/outputs/Resultados_O_2D/checkpoints/epoch_034.ckpt,False,1.0,0.6203100006215034,498,0.6385542154312134,0.7911646366119385,0.8373494148254395,242,0.1859504133462906,0.20661157369613647,0.21900826692581177,0.5162162260429279,7
35,0.00013630460568960303,0.49054055616662307,0.595945926534163,0.6175675473503164,,,402.63393199443817,740,15500,/workspace/mhernang/VPR/outputs/Resultados_O_2D/checkpoints/epoch_035.ckpt,False,1.0,0.6210444710427715,498,0.6345381736755371,0.781124472618103,0.8132529854774475,242,0.19421488046646118,0.21487602591514587,0.21487602591514587,0.5162162260429279,8
36,0.0001344897776591046,0.4932432271741532,0.5905405455747166,0.6189189018429937,,,393.38041195074715,740,15500,/workspace/mhernang/VPR/outputs/Resultados_O_2D/checkpoints/epoch_036.ckpt,False,1.0,0.620656107858304,498,0.6425702571868896,0.7751004099845886,0.8132529854774475,242,0.1859504133462906,0.21074379980564117,0.21900826692581177,0.5162162260429279,9
37,0.00013740486800635463,0.4878378355019801,0.5932432272949735,0.6202702750225325,,,392.29891378879546,740,15500,/workspace/mhernang/VPR/outputs/Resultados_O_2D/checkpoints/epoch_037.ckpt,False,1.0,0.6203702113359205,498,0.6385542154312134,0.781124472618103,0.8172690868377686,242,0.17768594622612,0.20661157369613647,0.21487602591514587,0.5162162260429279,10
