epoch,train_loss,recall@1,recall@5,recall@10,num_val_queries,num_val_db,num_valid_queries,epoch_time_min,num_train_batches,checkpoint,best_so_far,overlap_found_rate,overlap_weight_mean,cph_num_valid_queries,cph_recall@1,cph_recall@5,cph_recall@10,sf_num_valid_queries,sf_recall@1,sf_recall@5,sf_recall@10,best_recall@1_so_far,epochs_without_improvement
12,0.00019048175280010488,0.4878378473826357,0.6000000157066294,0.6297297215945011,,,740,401.8614006439845,15500,/workspace/mhernang/VPR/outputs/Resultados_O_binario/checkpoints/epoch_012.ckpt,False,1.0,0.47308266129032256,498,0.6465863585472107,0.7931727170944214,0.8313252925872803,242,0.16115702688694,0.20247933268547058,0.21487602591514587,0.5000000097461649,4
13,0.0001798594322648691,0.4945946063947033,0.5851351480628993,0.6270270281949559,,,740,401.00073496898017,15500,/workspace/mhernang/VPR/outputs/Resultados_O_binario/checkpoints/epoch_013.ckpt,False,1.0,0.47304032258064516,498,0.6566265225410461,0.7730923891067505,0.8293172717094421,242,0.16115702688694,0.19834710657596588,0.21074379980564117,0.5000000097461649,5
14,0.00017135174762435027,0.5027027150263658,0.5905405574553722,0.6270270281949559,,,740,401.72443413734436,15500,/workspace/mhernang/VPR/outputs/Resultados_O_binario/checkpoints/epoch_014.ckpt,True,1.0,0.4724838709677419,498,0.6666666865348816,0.7831325531005859,0.8293172717094421,242,0.1652892529964447,0.19421488046646118,0.21074379980564117,0.5027027150263658,0
15,0.00016898618340279416,0.4905405585024808,0.5972972821947691,0.6283783778145506,,,740,401.4308148821195,15500,/workspace/mhernang/VPR/outputs/Resultados_O_binario/checkpoints/epoch_015.ckpt,False,1.0,0.4732520161290323,498,0.654618501663208,0.7911646366119385,0.8293172717094421,242,0.1528925597667694,0.19834710657596588,0.21487602591514587,0.5027027150263658,1
16,0.00016197132418582398,0.4959459667270248,0.6040540470464809,0.6337838037593945,,,740,401.1192253112793,15500,/workspace/mhernang/VPR/outputs/Resultados_O_binario/checkpoints/epoch_016.ckpt,False,1.0,0.47041532258064517,498,0.654618501663208,0.7991967797279358,0.8353413939476013,242,0.1694214940071106,0.20247933268547058,0.21900826692581177,0.5027027150263658,2
17,0.00016126196116802947,0.5135135160910117,0.6027027032665304,0.6270270340346001,,,740,401.585512260596,15500,/workspace/mhernang/VPR/outputs/Resultados_O_binario/checkpoints/epoch_017.ckpt,True,1.0,0.4734032258064516,498,0.6807228922843933,0.7971887588500977,0.827309250831604,242,0.1694214940071106,0.20247933268547058,0.21487602591514587,0.5135135160910117,0
18,0.00016137326151308772,0.5013513654067709,0.6067567453191087,0.6337837694867238,,,740,400.0467582821846,15500,/workspace/mhernang/VPR/outputs/Resultados_O_binario/checkpoints/epoch_018.ckpt,False,1.0,0.47138104838709677,498,0.6666666865348816,0.8012048006057739,0.8333333134651184,242,0.16115702688694,0.20661157369613647,0.22314049303531647,0.5135135160910117,1
19,0.00014985776853131577,0.5081081066985388,0.59729729874714,0.6216216129628388,,,740,401.02341185013455,15500,/workspace/mhernang/VPR/outputs/Resultados_O_binario/checkpoints/epoch_019.ckpt,False,1.0,0.4705685483870968,498,0.6706827282905579,0.7871485948562622,0.8212851285934448,242,0.1735537201166153,0.20661157369613647,0.21074379980564117,0.5135135160910117,2
20,0.00014667242820998503,0.5040540588063163,0.5959459442544628,0.6229729732951602,,,740,401.29373882611594,15500,/workspace/mhernang/VPR/outputs/Resultados_O_binario/checkpoints/epoch_020.ckpt,False,1.0,0.47149395161290325,498,0.6686747074127197,0.7871485948562622,0.8192771077156067,242,0.1652892529964447,0.20247933268547058,0.21900826692581177,0.5135135160910117,3
21,0.00013677799076237861,0.4945946063947033,0.6040540577592076,0.6256756608550613,,,740,401.33950584729513,15500,/workspace/mhernang/VPR/outputs/Resultados_O_binario/checkpoints/epoch_021.ckpt,False,1.0,0.47232459677419353,498,0.6566265225410461,0.7971887588500977,0.823293149471283,242,0.16115702688694,0.20661157369613647,0.21900826692581177,0.5135135160910117,4
22,0.00015389543546479172,0.5135135160910117,0.591891907074967,0.6270270116425849,,,740,400.5050208012263,15500,/workspace/mhernang/VPR/outputs/Resultados_O_binario/checkpoints/epoch_022.ckpt,False,1.0,0.47280443548387097,498,0.6807228922843933,0.7831325531005859,0.8333333134651184,242,0.1694214940071106,0.19834710657596588,0.20247933268547058,0.5135135160910117,5
23,0.0001414058256239701,0.5148648598709622,0.594594594634868,0.6270270223553116,,,740,401.76569426457087,15500,/workspace/mhernang/VPR/outputs/Resultados_O_binario/checkpoints/epoch_023.ckpt,True,1.0,0.47091532258064517,498,0.6827309131622314,0.7871485948562622,0.8313252925872803,242,0.1694214940071106,0.19834710657596588,0.20661157369613647,0.5148648598709622,0
24,0.00014017115828311483,0.49324323905480877,0.5797297328307822,0.620270263343244,,,740,400.5738287528356,15500,/workspace/mhernang/VPR/outputs/Resultados_O_binario/checkpoints/epoch_024.ckpt,False,1.0,0.4705100806451613,498,0.650602400302887,0.7650602459907532,0.8212851285934448,242,0.1694214940071106,0.19834710657596588,0.20661157369613647,0.5148648598709622,1
25,0.00014216172022465644,0.506756740526573,0.6027026974268862,0.6283783778145506,,,740,399.7164831995964,15500,/workspace/mhernang/VPR/outputs/Resultados_O_binario/checkpoints/epoch_025.ckpt,False,1.0,0.47138508064516127,498,0.6746987700462341,0.7991967797279358,0.8293172717094421,242,0.16115702688694,0.19834710657596588,0.21487602591514587,0.5148648598709622,2
26,0.00013565614616970788,0.47972972103067346,0.5905405231827014,0.6148648597904154,,,740,409.5145204345385,15500,/workspace/mhernang/VPR/outputs/Resultados_O_binario/checkpoints/epoch_026.ckpt,False,1.0,0.4723891129032258,498,0.6305220723152161,0.781124472618103,0.8092369437217712,242,0.1694214940071106,0.19834710657596588,0.21487602591514587,0.5148648598709622,3
27,0.00013618816000194277,0.49729731050697534,0.5959459384148186,0.6310810996471224,,,740,404.2550975124041,15500,/workspace/mhernang/VPR/outputs/Resultados_O_binario/checkpoints/epoch_027.ckpt,False,1.0,0.4701350806451613,498,0.6566265225410461,0.7891566157341003,0.8353413939476013,242,0.1694214940071106,0.19834710657596588,0.21074379980564117,0.5148648598709622,4
28,0.00013730104287807096,0.5135135219306559,0.5891891852423952,0.6297297215945011,,,740,404.19939039150876,15500,/workspace/mhernang/VPR/outputs/Resultados_O_binario/checkpoints/epoch_028.ckpt,False,1.0,0.47262298387096774,498,0.6787148714065552,0.7771084308624268,0.8313252925872803,242,0.1735537201166153,0.20247933268547058,0.21487602591514587,0.5148648598709622,5
29,0.00013681095183515696,0.5148648657106064,0.5972972821947691,0.6378378350992461,,,740,404.23377814292905,15500,/workspace/mhernang/VPR/outputs/Resultados_O_binario/checkpoints/epoch_029.ckpt,False,1.0,0.46965120967741936,498,0.6807228922843933,0.7911646366119385,0.8413654565811157,242,0.1735537201166153,0.19834710657596588,0.21900826692581177,0.5148648598709622,6
30,0.00013227728915701906,0.49729731050697534,0.6054053908264315,0.6418918841593975,,,740,403.5989925026894,15500,/workspace/mhernang/VPR/outputs/Resultados_O_binario/checkpoints/epoch_030.ckpt,False,1.0,0.471945564516129,498,0.6566265225410461,0.8012048006057739,0.8534136414527893,242,0.1694214940071106,0.20247933268547058,0.20661157369613647,0.5148648598709622,7
31,0.0001389948192673332,0.504054052966672,0.6013513701993066,0.6243243063623841,,,740,402.6462398648262,15500,/workspace/mhernang/VPR/outputs/Resultados_O_binario/checkpoints/epoch_031.ckpt,False,1.0,0.4735201612903226,498,0.6706827282905579,0.7931727170944214,0.823293149471283,242,0.16115702688694,0.20661157369613647,0.21487602591514587,0.5148648598709622,8
32,0.00013492602902207207,0.48243244870288954,0.5810810824503769,0.6162162035703659,,,740,402.46398419539133,15500,/workspace/mhernang/VPR/outputs/Resultados_O_binario/checkpoints/epoch_032.ckpt,False,1.0,0.47112298387096774,498,0.6345381736755371,0.7650602459907532,0.8112449645996094,242,0.1694214940071106,0.20247933268547058,0.21487602591514587,0.5148648598709622,9
33,0.00013220223068721786,0.5094594563181336,0.6000000040273409,0.6175675650706163,,,740,402.4050751845042,15500,/workspace/mhernang/VPR/outputs/Resultados_O_binario/checkpoints/epoch_033.ckpt,False,1.0,0.4702157258064516,498,0.6706827282905579,0.7971887588500977,0.8192771077156067,242,0.17768594622612,0.19421488046646118,0.20247933268547058,0.5148648598709622,10
