epoch,train_loss,recall@1,recall@5,recall@10,num_val_queries,num_val_db,num_valid_queries,epoch_time_min,num_train_batches,checkpoint,best_so_far,cph_num_valid_queries,cph_recall@1,cph_recall@5,cph_recall@10,sf_num_valid_queries,sf_recall@1,sf_recall@5,sf_recall@10,best_recall@1_so_far,epochs_without_improvement
16,0.0003948608217418253,0.49729731634661956,0.5783783654908876,0.6108108048906198,,,740,389.84090694983803,15500,/workspace/mhernang/VPR/outputs/Resultados/checkpoints/epoch_016.ckpt,False,498,0.654618501663208,0.759036123752594,0.7991967797279358,242,0.1735537201166153,0.20661157369613647,0.22314049303531647,0.49729729979424864,2
17,0.0003774365705666844,0.4959459560142981,0.5891891794027508,0.6135135160104649,,,740,389.3645435810089,15500,/workspace/mhernang/VPR/outputs/Resultados/checkpoints/epoch_017.ckpt,False,498,0.6566265225410461,0.7791164517402649,0.8072289228439331,242,0.1652892529964447,0.19834710657596588,0.21487602591514587,0.49729729979424864,3
18,0.000361022336338534,0.5000000204588916,0.5878378521751713,0.6013513524790068,,,740,389.92279355923336,15500,/workspace/mhernang/VPR/outputs/Resultados/checkpoints/epoch_018.ckpt,True,498,0.654618501663208,0.7730923891067505,0.7871485948562622,242,0.1818181872367859,0.20661157369613647,0.21900826692581177,0.5000000204588916,0
19,0.0003470414799076378,0.47972972687031773,0.5905405290223457,0.6216216071231945,,,740,389.89135295152664,15500,/workspace/mhernang/VPR/outputs/Resultados/checkpoints/epoch_019.ckpt,False,498,0.6285140514373779,0.7791164517402649,0.823293149471283,242,0.1735537201166153,0.20247933268547058,0.20661157369613647,0.5000000204588916,1
20,0.0003347486480503353,0.4945945945140478,0.5905405514143609,0.6243243063623841,,,740,389.5067598978678,15500,/workspace/mhernang/VPR/outputs/Resultados/checkpoints/epoch_020.ckpt,False,498,0.6485943794250488,0.7730923891067505,0.823293149471283,242,0.17768594622612,0.21487602591514587,0.21487602591514587,0.5000000204588916,2
21,0.00032164170722704776,0.48378377476254025,0.5918918893546672,0.6189189018429937,,,740,390.27123852968214,15500,/workspace/mhernang/VPR/outputs/Resultados/checkpoints/epoch_021.ckpt,False,498,0.6305220723152161,0.7771084308624268,0.8132529854774475,242,0.1818181872367859,0.21074379980564117,0.21900826692581177,0.5000000204588916,3
22,0.00030364662999168775,0.4864864917220296,0.5864864918428498,0.6148648597904154,,,740,389.3418831348419,15500,/workspace/mhernang/VPR/outputs/Resultados/checkpoints/epoch_022.ckpt,False,498,0.6365461945533752,0.7751004099845886,0.8092369437217712,242,0.17768594622612,0.19834710657596588,0.21487602591514587,0.5000000204588916,4
23,0.00029737278477119807,0.48243244870288954,0.5905405397350724,0.6216216295152097,,,740,389.4369928161303,15500,/workspace/mhernang/VPR/outputs/Resultados/checkpoints/epoch_023.ckpt,False,498,0.6345381736755371,0.7771084308624268,0.8172690868377686,242,0.1694214940071106,0.20661157369613647,0.21900826692581177,0.5000000204588916,5
24,0.00029418465175463335,0.4905405454538964,0.5932432272949735,0.6297297381468722,,,740,389.99307843844093,15500,/workspace/mhernang/VPR/outputs/Resultados/checkpoints/epoch_024.ckpt,False,498,0.6365461945533752,0.781124472618103,0.827309250831604,242,0.1900826394557953,0.20661157369613647,0.22314049303531647,0.5000000204588916,6
25,0.0002908020833749225,0.495945949006725,0.6054053908264315,0.6378378350992461,,,740,389.49261638323463,15500,/workspace/mhernang/VPR/outputs/Resultados/checkpoints/epoch_025.ckpt,False,498,0.6485943794250488,0.8012048006057739,0.8413654565811157,242,0.1818181872367859,0.20247933268547058,0.21900826692581177,0.5000000204588916,7
26,0.00027162256015543366,0.4945945945140478,0.5959459549671895,0.6337837694867238,,,740,383.201297612985,15500,/workspace/mhernang/VPR/outputs/Resultados/checkpoints/epoch_026.ckpt,False,498,0.6485943794250488,0.7851405739784241,0.8333333134651184,242,0.17768594622612,0.20661157369613647,0.22314049303531647,0.5000000204588916,8
27,0.000271414881299027,0.49729728207394885,0.5972973045867842,0.6270270447473268,,,740,379.68649262984593,15500,/workspace/mhernang/VPR/outputs/Resultados/checkpoints/epoch_027.ckpt,False,498,0.6526104211807251,0.7851405739784241,0.8253012299537659,242,0.17768594622612,0.21074379980564117,0.21900826692581177,0.5000000204588916,9
28,0.0002646826272521008,0.48243242026986305,0.5837838031150199,0.6175675746154141,,,740,379.17148212989173,15500,/workspace/mhernang/VPR/outputs/Resultados/checkpoints/epoch_028.ckpt,False,498,0.6305220723152161,0.7610442042350769,0.8072289228439331,242,0.17768594622612,0.21900826692581177,0.22727273404598236,0.5000000204588916,10
29,0.00025749138678793224,0.485135124382135,0.5837837924022933,0.6175675862947025,,,740,399.92202470302584,15500,/workspace/mhernang/VPR/outputs/Resultados/checkpoints/epoch_029.ckpt,False,498,0.6305220723152161,0.763052225112915,0.8032128810882568,242,0.1859504133462906,0.21487602591514587,0.23553718626499176,0.5000000204588916,11
30,0.0002590000255317349,0.4783783830903672,0.5918918728022962,0.6229729732951602,,,740,400.9385861714681,15500,/workspace/mhernang/VPR/outputs/Resultados/checkpoints/epoch_030.ckpt,False,498,0.6265060305595398,0.781124472618103,0.8192771077156067,242,0.1735537201166153,0.20247933268547058,0.21900826692581177,0.5000000204588916,12
31,0.00025615211049212543,0.48378377476254025,0.5905405397350724,0.6243243336274817,,,740,398.6553045113881,15500,/workspace/mhernang/VPR/outputs/Resultados/checkpoints/epoch_031.ckpt,False,498,0.6305220723152161,0.7771084308624268,0.8172690868377686,242,0.1818181872367859,0.20661157369613647,0.22727273404598236,0.5000000204588916,13
32,0.0002526705105934775,0.4959459382939983,0.59729729874714,0.6364864806065689,,,740,523.2632936199506,15500,/workspace/mhernang/VPR/outputs/Resultados/checkpoints/epoch_032.ckpt,False,498,0.650602400302887,0.7871485948562622,0.8413654565811157,242,0.17768594622612,0.20661157369613647,0.21487602591514587,0.5000000204588916,14
33,0.0002475665999677119,0.4972972927866755,0.5986486483667348,0.6270270447473268,,,740,511.4170561710993,15500,/workspace/mhernang/VPR/outputs/Resultados/checkpoints/epoch_033.ckpt,False,498,0.650602400302887,0.7871485948562622,0.8253012299537659,242,0.1818181872367859,0.21074379980564117,0.21900826692581177,0.5000000204588916,15
34,0.0002376567545038212,0.47972973270996194,0.5932432566945617,0.6283783943669216,,,740,513.6230901678404,15500,/workspace/mhernang/VPR/outputs/Resultados/checkpoints/epoch_034.ckpt,False,498,0.6265060305595398,0.7831325531005859,0.8253012299537659,242,0.17768594622612,0.20247933268547058,0.22314049303531647,0.5000000204588916,16
35,0.00024824981802664965,0.4959459667270248,0.5959459325751743,0.6270270447473268,,,740,508.6330377380053,15500,/workspace/mhernang/VPR/outputs/Resultados/checkpoints/epoch_035.ckpt,False,498,0.654618501663208,0.7911646366119385,0.8253012299537659,242,0.1694214940071106,0.19421488046646118,0.21900826692581177,0.5000000204588916,17
36,0.0002292775295131544,0.48378376404981355,0.5999999979863295,0.6256756666947055,,,740,511.47413578033445,15500,/workspace/mhernang/VPR/outputs/Resultados/checkpoints/epoch_036.ckpt,False,498,0.6325300931930542,0.7871485948562622,0.8212851285934448,242,0.17768594622612,0.21487602591514587,0.22314049303531647,0.5000000204588916,18
37,0.00023938399274008347,0.4905405337746079,0.5932432566945617,0.6243243170751108,,,740,544.3310366392136,15500,/workspace/mhernang/VPR/outputs/Resultados/checkpoints/epoch_037.ckpt,False,498,0.6405622363090515,0.7831325531005859,0.8212851285934448,242,0.1818181872367859,0.20247933268547058,0.21900826692581177,0.5000000204588916,19
38,0.00023529919220378808,0.4810810706502682,0.5864864918428498,0.6202702514625884,,,740,533.8560467203458,15500,/workspace/mhernang/VPR/outputs/Resultados/checkpoints/epoch_038.ckpt,False,498,0.6305220723152161,0.7751004099845886,0.8132529854774475,242,0.1735537201166153,0.19834710657596588,0.22314049303531647,0.5000000204588916,20
